tic,indicator,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
UNAC,EV/EBIT,,,,,,,,-25.8555,-4.4877,1031.67,-35.9545,-203.126,
UNAC,Коэффициент долга,,,,,,,,0.91,1.15,1.13,1.13,0.96,
UNAC,D/E,,,,,,,,-343.947,-7.5493,-8.8123,-8.5321,23.1935,
UNAC,CAPEX/Выручка,,,,,,,,20.0547,12.1927,15.625,18.3038,18.3061,
UNAC,NetDebt/EBITDA,,,,,,,,-58.7368,-3.4666,48.6512,-31.7307,95.4896,
UNAC,Долг/EBITDA,,,,,,,,-80.8,-5.02,83.13,-47.74,170.66,
UNAC,ROE,,,,,,,,2039.6,110.8,12.8,12.69,-45.67,
UNAC,ROA,,,,,,,,-5.42,-16.92,-1.64,-1.68,-1.89,
UNAC,Return on Sales,,,,,,,,-7.74,-30.8,0.15,-6.69,-1.16,
UNAC,ROIC,,,,,,,,-6.62,-67.1,0.32,-2.59,-2.34,
UNAC,ROCE,,,,,,,,-5.534,-80.1923,0.2071,-5.4703,-0.5957,
UNAC,Net Margin,,,,,,,,-17.3369,-38.3414,-4.1552,-6.5542,-7.3129,
UNAC,Операционная маржа,,,,,,,,-7.6564,-25.9908,0.2375,-6.9188,-5.9288,
UNAC,EBITDA рентабельность,,,,,,,,-1.8903,-26.816,1.7914,-4.9787,0.9276,
UNAC,Тек. ливкидность,,,,,,,,1.2118,1.012,1.1856,1.1367,1.4783,
UNKL,P/E,,,,,,,,14.15,20.36,39.55,31.52,-37.79,
UNKL,P/B,,,,,,,,0.25,0.63,0.65,1.11,1.19,
UNKL,P/S,,,,,,,,8.92,51.52,42.02,76.83,15.61,
UNKL,P/CF,,,,,,,,-12.31,-25.38,-29.49,-14.91,-13.88,
UNKL,EV/S,,,,,,,,8.91,51.52,42.02,76.81,15.6,
UNKL,EV/EBITDA,,,,,,,,-7.34,86.92,-35.08,-11.71,-9.47,
UNKL,EV/EBIT,,,,,,,,-7.2792,92.5394,-34.0314,-11.7103,-9.4713,
UNKL,Коэффициент долга,,,,,,,,0.09,0.09,0.08,0.11,0.19,
UNKL,D/E,,,,,,,,0.0983,0.1024,0.0915,0.2405,0.2405,
UNKL,CAPEX/Выручка,,,,,,,,,0.3625,2.2984,194.954,84.5051,
UNKL,NetDebt/EBITDA,,,,,,,,0.0006,-0.0014,0.0013,0.0027,0.002,
UNKL,ROE,,,,,,,,1.74,3.09,1.64,3.52,-3.15,
UNKL,ROA,,,,,,,,1.59,2.81,1.51,1.61,-2.54,
UNKL,Return on Sales,,,,,,,,-122.46,55.68,-123.48,-655.95,-164.74,
UNKL,ROIC,,,,,,,,-0.73,-1.41,-2.46,-5.06,-10.69,
UNKL,ROCE,,,,,,,,-3.1198,0.6246,-1.7707,-4.465,-10.6742,
UNKL,Net Margin,,,,,,,,62.9837,253.067,106.264,243.742,-41.2979,
UNKL,Операционная маржа,,,,,,,,-37.2605,-162.927,-216.512,-656.079,-164.997,
UNKL,EBITDA рентабельность,,,,,,,,-121.512,59.2781,-119.782,-655.948,-164.737,
UNKL,Тек. ливкидность,,,,,,,,22.0175,0.4297,0.2456,0.4326,0.4326,
UPRO,P/E,,,,,,,,9.33,12.83,20.06,3.99,5.72,
UPRO,P/B,,,,,,,,1.46,1.46,1.52,0.65,0.83,
UPRO,P/S,,,,,,,,2.19,2.34,1.87,0.8,1.06,
UPRO,P/CF,,,,,,,,7.53,7.98,5.96,2.45,4.01,
UPRO,P/FCF,,,,,,,,19.59,14.57,10.04,2.95,7.31,
UPRO,EV/S,,,,,,,,2.15,2.34,1.87,0.55,0.64,
UPRO,EV/EBITDA,,,,,,,,5.84,6.67,5.48,1.76,1.72,
UPRO,EV/EBIT,,,,,,,,7.3073,8.6572,7.4176,2.2827,2.1013,
UPRO,Коэффициент долга,,,,,,,,0.12,0.11,0.15,0.11,0.08,
UPRO,D/E,,,,,,,,0.1321,0.1222,0.173,0.1284,0.0902,
UPRO,CAPEX/Выручка,,,,,,,,17.9288,13.2764,12.7607,5.5723,11.9643,
UPRO,NetDebt/EBITDA,,,,,,,,-0.1045,-0.0073,-0.001,-0.8235,-1.1331,
UPRO,ROE,,,,,,,,15.63,11.41,7.58,16.4,14.45,
UPRO,ROA,,,,,,,,13.81,10.16,6.46,14.53,13.26,
UPRO,Return on Sales,,,,,,,,29.46,27.02,25.26,23.93,30.45,
UPRO,ROIC,,,,,,,,14.51,10.73,6.96,14.97,11.95,
UPRO,ROCE,,,,,,,,18.6528,16.0638,19.3274,18.5971,22.9603,
UPRO,Net Margin,,,,,,,,23.4882,18.2559,9.3418,20.102,18.5809,
UPRO,Операционная маржа,,,,,,,,28.0194,22.3575,11.3717,23.8385,19.8322,
UPRO,EBITDA рентабельность,,,,,,,,36.8775,35.0695,34.1927,31.0786,37.2999,
UPRO,Тек. ливкидность,,,,,,,,1.4765,1.3536,1.0716,4.0266,7.4194,
UWGN,P/E,,,,,,,,11.67,-0.76,-1.34,-0.5,3.51,
UWGN,P/B,,,,,,,,3.44,-1.13,-0.45,-0.22,4.42,
UWGN,P/S,,,,,,,,0.57,0.21,0.12,0.23,1.46,
UWGN,P/CF,,,,,,,,-7.2,-2.91,-1.11,1.88,3.75,
UWGN,P/FCF,,,,,,,,,,,2.02,3.88,
UWGN,EV/S,,,,,,,,0.99,0.65,0.74,1.12,1.16,
UWGN,EV/EBITDA,,,,,,,,5.09,-29.64,28.61,-6.25,8.1,
UWGN,EV/EBIT,,,,,,,,8.5897,-7.9008,-17.5106,-4.056,9.8593,
UWGN,Коэффициент долга,,,,,,,,0.93,1.15,1.22,1.65,0.76,
UWGN,D/E,,,,,,,,14.0963,-7.6358,-5.63,-2.5397,3.2061,
UWGN,CAPEX/Выручка,,,,,,,,3.8623,0.8066,0.991,0.8854,1.2302,
UWGN,NetDebt/EBITDA,,,,,,,,2.1651,-20.0505,23.879,-4.9848,-2.025,
UWGN,Долг/EBITDA,,,,,,,,3.05,-21.41,25.49,-6.07,1.3,
UWGN,ROE,,,,,,,,29.49,148.85,33.47,44.47,125.77,
UWGN,ROA,,,,,,,,1.95,-22.43,-7.23,-28.88,29.9,
UWGN,Return on Sales,,,,,,,,11.49,-8.22,-4.21,-27.49,11.81,
UWGN,ROIC,,,,,,,,9.39,-42.07,-30.19,-28.67,28.74,
UWGN,ROCE,,,,,,,,9.2572,-41.6629,-32.1201,28.8918,30.6616,
UWGN,Net Margin,,,,,,,,4.8627,-27.5963,-9.0903,-44.7947,41.4353,
UWGN,Операционная маржа,,,,,,,,11.6566,-8.2959,-4.1853,-27.2816,11.7622,
UWGN,EBITDA рентабельность,,,,,,,,19.3889,-2.1899,2.5753,-17.852,14.3873,
UWGN,Тек. ливкидность,,,,,,,,0.9297,0.5281,0.4429,0.2726,0.8101,
VKCO,P/E,,,,,,,,16.26,-21.36,-12.73,,,
VKCO,P/B,,,,,,,,1.65,2.48,1.16,,,
VKCO,P/S,,,,,,,,3.16,4.44,2.41,,,
VKCO,P/CF,,,,,,,,23.52,19.41,9.43,,,
VKCO,P/FCF,,,,,,24.52,61.48,66.99,37.54,23.9,,,
VKCO,EV/S,,,,,,,,3.35,4.8,2.84,,,
VKCO,EV/EBITDA,,,,,,,,10.83,17.88,12.69,,,
VKCO,EV/EBIT,,,,,,,,13.9204,-28.7709,-10.429,,,
VKCO,Коэффициент долга,,,,,,,,0.27,0.38,0.43,,,
VKCO,D/E,,,,,,,,0.3734,0.6012,0.7487,,,
VKCO,CAPEX/Выручка,,,,,,,,8.7134,11.0581,15.4388,,,
VKCO,NetDebt/EBITDA,,,,,,,,0.6211,1.3119,1.9301,,,
VKCO,Долг/EBITDA,,,,,,,,,1.68,3.16,,,
VKCO,ROE,,,,,,,,10.16,-11.66,-9.22,,,
VKCO,ROA,,,,,,,,7.4,-7.28,-5.27,,,
VKCO,Return on Sales,,,,,,,,24.06,-16.67,-27.21,,,
VKCO,ROCE,,,,,,,,10.9975,-6.93,-9.4341,,,
VKCO,Net Margin,,,,,,,,19.5893,-21.1116,-19.1469,,,
VKCO,EBITDA рентабельность,,,,,,,,30.9173,26.8296,22.3647,,,
VKCO,Тек. ливкидность,,,,,,,,0.581,1.2308,0.7974,,,
VRSB,P/E,,,,,,-43.53,20.07,10.57,,,,,
VRSB,P/B,,,,,,9.6,18.0,7.94,,,,,
VRSB,P/S,,,,,,0.07,0.07,0.13,,,,,
VRSB,P/CF,,,,,,-8.98,12.38,-12.58,,,,,
VRSB,P/FCF,,,,3.18,,,15.24,,,,,,
VRSB,EV/S,,,,,,0.1,0.1,0.19,,,,,
VRSB,EV/EBITDA,,,,,,20.64,5.6,9.19,,,,,
VRSB,EV/EBIT,,,,,,28.294,5.9516,9.5761,,,,,
VRSB,Коэффициент долга,,,,,,0.96,0.98,0.92,,,,,
VRSB,D/E,,,,,,21.9205,46.8009,11.6082,,,,,
VRSB,CAPEX/Выручка,,,,,,0.1141,0.0995,0.0766,,,,,
VRSB,NetDebt/EBITDA,,,,,,6.1329,1.9153,2.7683,,,,,
VRSB,Долг/EBITDA,,,,,,10.4,2.33,3.25,,,,,
VRSB,ROE,,,,,,-22.04,89.65,75.09,,,,,
VRSB,ROA,,,,,,-0.96,1.88,5.96,,,,,
VRSB,Return on Sales,,,,,,0.37,1.68,1.96,,,,,
VRSB,ROIC,,,,,,41.42,134.62,55.89,,,,,
VRSB,ROCE,,,,,,41.422,367.911,74.1043,,,,,
VRSB,Net Margin,,,,,,-0.169,0.3275,1.242,,,,,
VRSB,Операционная маржа,,,,,,0.3698,1.679,1.9623,,,,,
VRSB,EBITDA рентабельность,,,,,,0.5069,1.7851,2.0456,,,,,
VRSB,Тек. ливкидность,,,,,,1.0034,0.7999,0.8119,,,,,
VSEH,EV/S,,,,,,,,,,,0.03,0.81,
VSEH,EV/EBITDA,,,,,,,,,,,0.36,10.75,
VSEH,EV/EBIT,,,,,,,,,,,0.4927,15.4792,
VSEH,Коэффициент долга,,,,,,,,,,,2.45,0.94,
VSEH,D/E,,,,,,,,,,,10.3859,14.8845,
VSEH,CAPEX/Выручка,,,,,,,,,,,1.5723,1.229,
VSEH,NetDebt/EBITDA,,,,,,,,,,,0.3647,0.7884,
VSEH,Долг/EBITDA,,,,,,,,,,,0.6,0.96,
VSEH,ROE,,,,,,,,,,,87.43,120.11,
VSEH,ROA,,,,,,,,,,,20.64,7.56,
VSEH,Return on Sales,,,,,,,,,,,6.45,5.25,
VSEH,ROIC,,,,,,,,,,,35.58,29.93,
VSEH,ROCE,,,,,,,,,,,-54.57,38.3361,
VSEH,Net Margin,,,,,,,,,,,2.9192,2.8324,
VSEH,Операционная маржа,,,,,,,,,,,6.453,5.2517,
VSEH,EBITDA рентабельность,,,,,,,,,,,8.7186,7.5637,
VSEH,Тек. ливкидность,,,,,,,,,,,0.1021,1.1183,
VSMO,P/E,,,,,,,11.69,11.28,37.07,,,,
VSMO,P/B,,,,,,,1.0,1.28,1.2,,,,
VSMO,P/S,,,,,,,1.78,2.21,2.73,,,,
VSMO,P/CF,,,,,,,7.14,16.11,5.69,,,,
VSMO,P/FCF,,,,,,8.83,11.07,,7.1,,,,
VSMO,EV/S,,,,,,,2.27,2.79,3.12,,,,
VSMO,EV/EBITDA,,,,,,,5.75,8.21,11.86,,,,
VSMO,EV/EBIT,,,,,,,8.6406,13.8501,38.2351,,,,
VSMO,Коэффициент долга,,,,,,,0.46,0.47,0.43,,,,
VSMO,D/E,,,,,,,0.8436,0.8775,0.7654,,,,
VSMO,CAPEX/Выручка,,,,,,,8.8758,15.5803,9.5594,,,,
VSMO,NetDebt/EBITDA,,,,,,,1.2353,1.724,1.4517,,,,
VSMO,Долг/EBITDA,,,,,,,2.55,3.0,4.43,,,,
VSMO,ROE,,,,,,,8.5,11.42,3.23,,,,
VSMO,ROA,,,,,,,4.61,6.08,1.83,,,,
VSMO,Return on Sales,,,,,,,26.28,20.17,8.15,,,,
VSMO,ROIC,,,,,,,7.48,5.73,5.31,,,,
VSMO,ROCE,,,,,,,8.8869,7.2329,2.3577,,,,
VSMO,Net Margin,,,,,,,15.1231,19.711,7.328,,,,
VSMO,Операционная маржа,,,,,,,26.9836,20.7192,18.784,,,,
VSMO,EBITDA рентабельность,,,,,,,39.5037,34.0003,26.276,,,,
VSMO,Тек. ливкидность,,,,,,,3.5521,2.6699,2.7592,,,,
VTBR,P/E,,,,,,,,5.53,12.55,,,,
VTBR,P/B,,,,,,,,0.67,0.59,,,,
VTBR,P/S,,,,,,,,1.65,1.3,,,,
VTBR,P/CF,,,,,,0.79,2.02,3.02,-6.37,,,,
VTBR,P/FCF,,,,,1.71,0.83,2.33,3.31,,,,,
VTBR,Коэффициент долга,,,,,,,,0.89,0.91,,,,
VTBR,D/E,,,,,,,,8.3849,9.5319,,,,
VTBR,CAPEX/Выручка,,,,,,11.1179,9.1473,4.7303,14.4182,,,,
VTBR,ROE,,,,,,,,12.17,4.37,,,,
VTBR,ROA,,,,,,,,1.3,0.42,,,,
VTBR,Net Margin,,,,,,,,29.6493,9.7024,,,,
WUSH,P/E,,,,,,,,,,,19.69,12.58,
WUSH,P/B,,,,,,,,,,,3.36,4.26,
WUSH,P/S,,,,,,,,,,,2.35,2.27,
WUSH,P/CF,,,,,,,,,,,7.6,8.47,
WUSH,EV/S,,,,,,,,,1.18,5.0,2.76,3.06,
WUSH,EV/EBITDA,,,,,,,,,3.23,7.94,7.64,7.31,
WUSH,EV/EBIT,,,,,,,,,4.3931,10.6783,13.6717,12.2448,
WUSH,Коэффициент долга,,,,,,,,,0.84,0.53,0.57,0.68,
WUSH,D/E,,,,,,,,,5.3397,1.1398,1.347,2.163,
WUSH,CAPEX/Выручка,,,,,,,,,149.479,77.6329,54.0937,59.2931,
WUSH,NetDebt/EBITDA,,,,,,,,,3.2324,0.8135,1.1473,1.8824,
WUSH,Долг/EBITDA,,,,,,,,,,0.96,2.23,2.38,
WUSH,ROE,,,,,,,,,106.9,74.68,17.06,33.84,
WUSH,ROA,,,,,,,,,16.86,34.9,7.27,10.7,
WUSH,Return on Sales,,,,,,,,,26.79,46.86,20.22,25.02,
WUSH,ROIC,,,,,,,,,,48.56,14.89,16.33,
WUSH,ROCE,,,,,,,,,28.3454,48.5597,14.8928,17.522,
WUSH,Net Margin,,,,,,,,,26.1296,43.5144,11.9311,18.0796,
WUSH,Операционная маржа,,,,,,,,,26.7921,46.8577,20.2151,25.0221,
WUSH,EBITDA рентабельность,,,,,,,,,36.4128,63.0211,36.1763,41.9337,
WUSH,Тек. ливкидность,,,,,,,,,0.1227,1.0171,1.9741,1.9142,
YAKG,P/E,,,,,,,,22.2,67.66,99.13,,,
YAKG,P/B,,,,,,,,2.3,3.72,7.6,,,
YAKG,P/S,,,,,,,,3.95,7.0,12.0,,,
YAKG,P/CF,,,,,,,,14.35,90.03,97.89,,,
YAKG,P/FCF,,,,,,14.34,6.95,26.79,,,,,
YAKG,EV/S,,,,,,,,4.42,8.11,12.98,,,
YAKG,EV/EBITDA,,,,,,,,22.61,15.0,36.41,,,
YAKG,EV/EBIT,,,,,,,,34.6313,16.9272,42.8446,,,
YAKG,Коэффициент долга,,,,,,,,0.61,0.48,0.55,,,
YAKG,D/E,,,,,,,,1.5802,0.9337,1.2116,,,
YAKG,CAPEX/Выручка,,,,,,,,12.7793,12.5893,19.091,,,
YAKG,NetDebt/EBITDA,,,,,,,,2.3887,2.047,2.7476,,,
YAKG,Долг/EBITDA,,,,,,,,11.4,2.14,3.98,,,
YAKG,ROE,,,,,,,,10.25,5.5,7.67,,,
YAKG,ROA,,,,,,,,3.97,2.84,3.47,,,
YAKG,Return on Sales,,,,,,,,12.75,47.91,30.3,,,
YAKG,ROIC,,,,,,,,3.81,10.33,6.81,,,
YAKG,ROCE,,,,,,,,5.1054,14.6349,9.8898,,,
YAKG,Net Margin,,,,,,,,17.5696,10.3508,12.1068,,,
YAKG,Операционная маржа,,,,,,,,12.7487,47.9124,30.2991,,,
YAKG,EBITDA рентабельность,,,,,,,,19.5286,54.0562,35.6528,,,
YAKG,Тек. ливкидность,,,,,,,,1.2715,3.2565,2.2256,,,
YDEX,P/E,,,,,,,,61.73,,,,,
YDEX,P/B,,,,,,,,4.06,,,,,
YDEX,P/S,,,,,,,,4.51,,,,,
YDEX,P/CF,,,,,,,,17.84,,,,,
YDEX,P/FCF,,,,50.16,22.66,47.25,,33.22,,,,,
YDEX,EV/S,,,,,,,,4.19,,,,,
YDEX,EV/EBITDA,,,,,,,,14.41,,,,,
YDEX,EV/EBIT,,,,,,,,37.4913,,,,,
YDEX,Коэффициент долга,,,,,,,,0.21,,,,,
YDEX,D/E,,,,,,,,0.2867,,,,,
YDEX,CAPEX/Выручка,,,,,,,,11.7127,,,,,
YDEX,NetDebt/EBITDA,,,,,,,,-1.1059,,,,,
YDEX,Долг/EBITDA,,,,,,0.61,,,,,,,
YDEX,ROE,,,,,,,,5.2,,,,,
YDEX,ROA,,,,,,,,3.85,,,,,
YDEX,Return on Sales,,,,,,,,11.18,,,,,
YDEX,ROIC,,,,,,,,5.25,,,,,
YDEX,ROCE,,,,,,,,8.0193,,,,,
YDEX,Net Margin,,,,,,,,6.3852,,,,,
YDEX,Операционная маржа,,,,,,,,14.0828,,,,,
YDEX,EBITDA рентабельность,,,,,,,,29.0859,,,,,
YDEX,Тек. ливкидность,,,,,,,,2.5845,,,,,
ZAYM,Коэффициент долга,,,,,,,,,,0.31,0.26,0.24,
ZAYM,D/E,,,,,,,,,,0.4433,0.3473,0.3099,
ZAYM,CAPEX/Выручка,,,,,,,,,,0.4733,0.7471,0.814,
ZAYM,ROE,,,,,,,,,,49.18,50.38,51.09,
ZAYM,ROA,,,,,,,,,,34.07,37.39,39.0,
ZAYM,Net Margin,,,,,,,,,,27.7314,26.835,32.5878,
